Unique ID,Incentive per job,Program.Name,Program,Deal date,Deal type,Freezone?,Domestic/FDI?,Region/state,CBSA,Capex,New jobs,Incentive (USD m),Incentive per job,Incentive type,Incentive objective(s),NAICS Industry,NAICS Sector,NAICS Sub-sector,Industry sector,Industry activities,fDi Markets Sector,fDI Markets Activity
4315,9560,Program.19,Michigan Business Development Program (MBDP),Jun-16,Expansion,No,Domestic,Michigan,"Holland, MI",5.6,250,2.39,9560,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4316,4800,Program.19,Michigan Business Development Program (MBDP),Jun-16,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",27.4,250,1.2,4800,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4317,8235.294118,Program.19,Michigan Business Development Program (MBDP),Jul-16,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",15.2,85,0.7,8235,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Headquarters (HQ),,
4318,5488.721805,Program.19,Michigan Business Development Program (MBDP),Jun-16,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",54,133,0.73,5489,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Headquarters (HQ),,
4319,3296.703297,Program.19,Michigan Business Development Program (MBDP),Jun-16,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",8.62,91,0.3,3297,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Warehousing and Distribution,,
4320,4800,Program.19,Michigan Business Development Program (MBDP),Aug-16,Expansion,No,FDI,Michigan,"Cadillac, MI",4.3,125,0.6,4800,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4321,3524.590164,Program.19,Michigan Business Development Program (MBDP),Jul-16,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",20.5,122,0.43,3525,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4322,16493.50649,Program.19,Michigan Business Development Program (MBDP),Aug-16,Expansion,No,Domestic,Michigan,"Adrian, MI",23,77,1.27,16494,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4323,7500,Program.19,Michigan Business Development Program (MBDP),Aug-16,Expansion,No,Domestic,Michigan,"Holland, MI",4.9,60,0.45,7500,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4324,10000,Program.19,Michigan Business Development Program (MBDP),Sep-16,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",7.7,25,0.25,10000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Basic Materials,"Research, Design & Development (RDD)",,
4325,8235.294118,Program.19,Michigan Business Development Program (MBDP),Sep-16,Expansion,No,Domestic,Michigan,"Traverse City, MI",48,85,0.7,8235,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4326,8000,Program.19,Michigan Business Development Program (MBDP),Sep-16,Expansion,No,Domestic,Michigan,"Muskegon, MI",14.5,100,0.8,8000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,"Aerospace, Defence and Marine (ADM)",Manufacturing,,
4327,3773.584906,Program.19,Michigan Business Development Program (MBDP),Sep-16,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",5.2,53,0.2,3774,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4328,5000,Program.19,Michigan Business Development Program (MBDP),Sep-16,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",10.2,80,0.4,5000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4329,9868.421053,Program.19,Michigan Business Development Program (MBDP),Aug-16,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",15.55,76,0.75,9868,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Headquarters (HQ),,
4330,7424.242424,Program.19,Michigan Business Development Program (MBDP),Oct-16,New,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",33.7,66,0.49,7424,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4331,7000,Program.19,Michigan Business Development Program (MBDP),Aug-16,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",5.12,60,0.42,7000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4332,4237.288136,Program.19,Michigan Business Development Program (MBDP),Oct-16,Expansion,No,Domestic,Michigan,"Battle Creek, MI",22.3,59,0.25,4237,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4333,11666.66667,Program.19,Michigan Business Development Program (MBDP),Oct-16,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",58.4,30,0.35,11667,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Life Sciences,Manufacturing,,
4334,3963.963964,Program.19,Michigan Business Development Program (MBDP),Sep-16,New,No,Domestic,Michigan,"Holland, MI",6.49,111,0.44,3964,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4335,15384.61538,Program.19,Michigan Business Development Program (MBDP),Nov-16,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",1.75,52,0.8,15385,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Business Services,,
4336,3018.867925,Program.19,Michigan Business Development Program (MBDP),Oct-16,Expansion,No,Domestic,Michigan,"Niles-Benton Harbor, MI",5.1,53,0.16,3019,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4337,16666.66667,Program.19,Michigan Business Development Program (MBDP),Nov-16,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",83.5,120,2,16667,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4338,17391.30435,Program.19,Michigan Business Development Program (MBDP),Nov-16,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",97.9,115,2,17391,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4339,5520,Program.19,Michigan Business Development Program (MBDP),Jul-16,Expansion,No,FDI,Michigan,"Battle Creek, MI",37,125,0.69,5520,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4340,5846.153846,Program.19,Michigan Business Development Program (MBDP),Nov-16,Expansion,No,Domestic,Michigan,"Kalamazoo-Portage, MI",0.69,65,0.38,5846,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Electronics,Business Services,,
4341,4022.988506,Program.19,Michigan Business Development Program (MBDP),Dec-16,Expansion,No,FDI,Michigan,"South Bend-Mishawaka, IN-MI",2,87,0.35,4023,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Consumer Goods,Manufacturing,,
4342,3719.008264,Program.19,Michigan Business Development Program (MBDP),Dec-16,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",11,242,0.9,3719,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4343,6730.769231,Program.19,Michigan Business Development Program (MBDP),Dec-16,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",14.2,52,0.35,6731,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Electronics,"Research, Design & Development (RDD)",,
4344,6756.756757,Program.19,Michigan Business Development Program (MBDP),Dec-16,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",2.9,37,0.25,6757,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Life Sciences,"Research, Design & Development (RDD)",,
4345,78857.14286,Program.19,Michigan Business Development Program (MBDP),Dec-16,New,No,Domestic,Michigan,"Kalamazoo-Portage, MI",215,105,8.28,78857,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Life Sciences,"Research, Design & Development (RDD)",,
4346,5479.452055,Program.19,Michigan Business Development Program (MBDP),Jul-16,New,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",4.18,73,0.4,5479,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Basic Materials,Manufacturing,,
4347,6250,Program.19,Michigan Business Development Program (MBDP),Oct-16,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",0,40,0.25,6250,Unspecified,"Capital Investment, Employment/People",None,None,None,Electronics,Manufacturing,,
4348,7500,Program.19,Michigan Business Development Program (MBDP),Dec-16,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",90,1000,7.5,7500,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Consumer Goods,Warehousing and Distribution,,
4349,6034.482759,Program.19,Michigan Business Development Program (MBDP),Nov-16,Expansion,No,Domestic,Michigan,"Kalamazoo-Portage, MI",27.8,58,0.35,6034,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4350,6923.076923,Program.19,Michigan Business Development Program (MBDP),Jan-17,New,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",0.36,26,0.18,6923,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Business Services,,
4351,10000,Program.19,Michigan Business Development Program (MBDP),Jan-17,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",8.45,60,0.6,10000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Headquarters (HQ),,
4352,6000,Program.19,Michigan Business Development Program (MBDP),Jan-17,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",16.2,50,0.3,6000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Basic Materials,Manufacturing,,
4353,6052.631579,Program.19,Michigan Business Development Program (MBDP),Jan-17,New,No,Domestic,Michigan,"Hillsdale, MI",5,38,0.23,6053,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4354,3448.275862,Program.19,Michigan Business Development Program (MBDP),Feb-17,Expansion,No,FDI,Michigan,Not specified,5,290,1,3448,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4355,6666.666667,Program.19,Michigan Business Development Program (MBDP),Feb-17,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",60,150,1,6667,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Basic Materials,Manufacturing,,
4356,3333.333333,Program.19,Michigan Business Development Program (MBDP),Feb-17,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",2.8,75,0.25,3333,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Food & Drink,Manufacturing,,
4357,6250,Program.19,Michigan Business Development Program (MBDP),Feb-17,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",9.1,40,0.25,6250,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Electronics,Manufacturing,,
4358,5524.861878,Program.19,Michigan Business Development Program (MBDP),Jan-17,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",35,362,2,5525,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4359,6666.666667,Program.19,Michigan Business Development Program (MBDP),Jan-17,New,No,FDI,Michigan,"Grand Rapids-Wyoming, MI",2.01,27,0.18,6667,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Electronics,Manufacturing,,
4360,5147.058824,Program.19,Michigan Business Development Program (MBDP),Dec-16,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",0.8,68,0.35,5147,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4361,1876.172608,Program.19,Michigan Business Development Program (MBDP),Feb-17,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",66.3,533,1,1876,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4362,8372.093023,Program.19,Michigan Business Development Program (MBDP),Feb-17,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",61.2,430,3.6,8372,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4363,25454.54545,Program.19,Michigan Business Development Program (MBDP),Feb-17,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",9.5,55,1.4,25455,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,"Aerospace, Defence and Marine (ADM)",Manufacturing,,
4364,4323.308271,Program.19,Michigan Business Development Program (MBDP),Feb-17,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",33,532,2.3,4323,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Headquarters (HQ),,
4365,7734.80663,Program.19,Michigan Business Development Program (MBDP),Feb-17,Expansion,No,Domestic,Michigan,Not specified,12.9,181,1.4,7735,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4366,6229.508197,Program.19,Michigan Business Development Program (MBDP),Mar-17,New,No,FDI,Michigan,"Grand Rapids-Wyoming, MI",5.7,61,0.38,6230,"Grant/Subsidy, Unspecified","Capital Investment, Employment/People",None,None,None,Consumer Goods,Manufacturing,,
4367,7500,Program.19,Michigan Business Development Program (MBDP),Mar-17,Expansion,No,Domestic,Michigan,"Flint, MI",5.4,60,0.45,7500,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Call Center,,
4368,3000,Program.19,Michigan Business Development Program (MBDP),Apr-16,New,No,Domestic,Michigan,"Flint, MI",2.65,100,0.3,3000,"Grant/Subsidy, Loan/Credit","Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Headquarters (HQ),,
4369,7142.857143,Program.19,Michigan Business Development Program (MBDP),Feb-17,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",1.8,91,0.65,7143,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Headquarters (HQ),,
4370,6578.947368,Program.19,Michigan Business Development Program (MBDP),Feb-17,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",2.6,38,0.25,6579,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4371,9239.130435,Program.19,Michigan Business Development Program (MBDP),Mar-17,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",8.1,92,0.85,9239,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Headquarters (HQ),,
4372,5000,Program.19,Michigan Business Development Program (MBDP),Mar-17,Expansion,No,Domestic,Michigan,"Hillsdale, MI",20,50,0.25,5000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4373,11153.84615,Program.19,Michigan Business Development Program (MBDP),Mar-17,New,No,FDI,Michigan,"Grand Rapids-Wyoming, MI",20,26,0.29,11154,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Basic Materials,Manufacturing,,
4374,4032.258065,Program.19,Michigan Business Development Program (MBDP),Mar-17,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",13.5,124,0.5,4032,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4375,29142.85714,Program.19,Michigan Business Development Program (MBDP),Mar-17,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",1000,700,20.4,29143,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4376,105500,Program.19,Michigan Business Development Program (MBDP),Mar-17,Expansion,No,Domestic,Michigan,Not specified,1000,100,10.55,105500,"Tax, Grant/Subsidy","Capital In.., Employment.., Unspecified",None,None,None,Automotive,Manufacturing,,
4377,261000,Program.19,Michigan Business Development Program (MBDP),Mar-17,New,No,Domestic,Michigan,"Flint, MI",5.14,10,2.61,261000,"Tax, Grant/Subsidy","Capital In.., Employment.., Unspecified",None,None,None,Services,Construction & Infrastructure,,
4378,6875,Program.19,Michigan Business Development Program (MBDP),May-17,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",2,80,0.55,6875,Grant/Subsidy,"Capital Investment, Employment/People",Transportation equipment manufacturing,Ship & boat building,Ship & boat building,"Aerospace, Defence and Marine (ADM)",Manufacturing,Non-Automotive Transport OEM,Manufacturing
4379,6666.666667,Program.19,Michigan Business Development Program (MBDP),Apr-17,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",4.6,45,0.3,6667,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Machinery equipment,All other industrial machinery,Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
4380,3333.333333,Program.19,Michigan Business Development Program (MBDP),Apr-17,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",2.7,60,0.2,3333,Grant/Subsidy,"Capital Investment, Employment/People",Information,Other information services,All other information services,Information Technology & Telecom (ITT),Business Services,Software & IT services,Business Services
4381,3947.368421,Program.19,Michigan Business Development Program (MBDP),May-17,Expansion,No,FDI,Michigan,"Hillsdale, MI",26,76,0.3,3947,Grant/Subsidy,"Capital Investment, Employment/People",Transportation equipment manufacturing,Motor vehicle parts manufacturing,Other motor vehicle parts manufacturing,Automotive,Manufacturing,Automotive Components,Manufacturing
4382,4000,Program.19,Michigan Business Development Program (MBDP),Mar-17,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",2.2,50,0.2,4000,Grant/Subsidy,"Capital Investment, Employment/People","Professional, scientific, technical & ed..","Accounting, tax preparation, bookkeeping..","Accounting, tax preparation, bookkeeping..",Services,Business Services,Business Services,Business Services
